type,id,title,url,date,hot,abstract
热点问题,1919032669615912434,北京电子科技学院、国防科技大学等多所高校明确不招复读生，怎样看待这一规定？,https://www.zhihu.com/question/1919032669615912434,2025-06-20,880万热度,北京电子科技学院 北京电子科技学院 2025 年本科招生章程指出，招生对象明确指出：考生应为符合高考报名条件的应届普通高中毕业生，身体健康，未婚，年龄不超过 20 周岁 (2005 年 9 月 1 日以后出生)。 国防科技大学 根据国防科技大学无军籍地方本科生 2025 年度招生执行章程：考生须为应届普通高中毕业生。 海军军医大学 海军军医大学 2025 年无军籍地方本科生招生章程中明确：海军军医大学无军籍地方本科生只招收普通高中应届毕业生，文理科类别为理科，实施高考改革的省份录取规则和程序按当地省招办规定执行，学校选考科目设置以省招办发布信息为准。招生专业无男女生比例限制，考生政治面貌须为共青团员或中共党员。考生入学后外语教学语种为英语。 陆军军医大学 陆军军医大学 (第三军医大学)2025 年无军籍地方本科生招生章程明确：学校只招收符合生源地报名条件且为中共党员或者共青团员的普通高中应届毕业生。 空军军医大学 根据空军军医大学 (第四军医大学)2025 年无军籍地方本科生招生章程：学校只招收普通高中应届毕业生。 多所高校明确，不招复读生
热点问题,1919032669615912434,北京电子科技学院、国防科技大学等多所高校明确不招复读生，怎样看待这一规定？,https://www.zhihu.com/question/1919032669615912434,2025-06-20,880万热度,北京电子科技学院 北京电子科技学院 2025 年本科招生章程指出，招生对象明确指出：考生应为符合高考报名条件的应届普通高中毕业生，身体健康，未婚，年龄不超过 20 周岁 (2005 年 9 月 1 日以后出生)。 国防科技大学 根据国防科技大学无军籍地方本科生 2025 年度招生执行章程：考生须为应届普通高中毕业生。 海军军医大学 海军军医大学 2025 年无军籍地方本科生招生章程中明确：海军军医大学无军籍地方本科生只招收普通高中应届毕业生，文理科类别为理科，实施高考改革的省份录取规则和程序按当地省招办规定执行，学校选考科目设置以省招办发布信息为准。招生专业无男女生比例限制，考生政治面貌须为共青团员或中共党员。考生入学后外语教学语种为英语。 陆军军医大学 陆军军医大学 (第三军医大学)2025 年无军籍地方本科生招生章程明确：学校只招收符合生源地报名条件且为中共党员或者共青团员的普通高中应届毕业生。 空军军医大学 根据空军军医大学 (第四军医大学)2025 年无军籍地方本科生招生章程：学校只招收普通高中应届毕业生。 多所高校明确，不招复读生
